,permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_number_suffix,street_name,street_suffix,unit,unit_suffix,description,status,status_date,filed_date,issued_date,completed_date,first_construction_document_date,structural_notification,number_of_existing_stories,number_of_proposed_stories,voluntary_soft_story_retrofit,fire_only_permit,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,tidf_compliance,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,site_permit,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at
43,202306260890,8,otc alterations permit,2023-06-26T00:00:00.000,5645,007,183,,Bocana,St,,,"ground fl add woodshop, utility rm, bathroom & storage in (e) unfinished space. 520 sf conditional space added",filed,2023-06-26T15:27:40.000,2023-06-26T15:27:40.000,,,,,3.0,3.0,,,50000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T15:31:03.000,in-house,N,Y,9,Bernal Heights,94110.0,POINT (-122.417223969 37.740976351),parcel_centroid,1672035185615,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
44,202306260895,3,additions alterations or repairs,2023-06-26T00:00:00.000,0960,007,65,,Normandie,Tr,,,"install of 27kwh ess. solar installation approved under plan 3331 for a 12.6kw, 30 modulat pv system under e/p e202106073475.",filed,2023-06-26T15:54:29.000,2023-06-26T15:54:29.000,,,,,4.0,4.0,,,1.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T15:56:06.000,in-house,N,Y,2,Pacific Heights,94115.0,POINT (-122.441094196 37.794317333),parcel_centroid,167204085430,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
45,202306260879,8,otc alterations permit,2023-06-26T00:00:00.000,0942,011,2746,,Filbert,St,,,revision to pa# 2021-0325-7298; to remove remodel of master bathroom on top floor from scope,filed,2023-06-26T14:21:31.000,2023-06-26T14:21:31.000,,,,,3.0,3.0,,,1.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T14:24:43.000,in-house,N,Y,2,Marina,94123.0,POINT (-122.44479108 37.797106654),parcel_centroid,167202384848,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
46,202306260863,8,otc alterations permit,2023-06-26T00:00:00.000,6468A,029,5489,,Mission,St,,,unit #2: kitchen cabinets replacement. exterior work. cement siding cover up the existing wood siding at rear of building. in kind. approx 500 sf.,issued,2023-06-26T13:36:42.000,2023-06-26T12:49:25.000,2023-06-26T13:36:42.000,,,,2.0,2.0,,,32000.0,32000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T13:23:53.000,in-house,N,Y,11,Excelsior,94112.0,POINT (-122.444254324 37.712693862),parcel_centroid,1672005204043,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
47,202306260805,8,otc alterations permit,2023-06-26T00:00:00.000,0268,008,220,,Montgomery,St,,,"18/f:  remove (16) pendant fire sprinklers, install (16) upright sprinklers.  ref bpa#202304276591",filed,2023-06-26T07:55:52.000,2023-06-26T07:55:52.000,,,,,22.0,22.0,,Y,7800.0,0.0,office,,office,,2,,B,B,1,constr type 1,1,constr type 1,,2023-06-26T07:57:33.000,in-house,N,Y,3,Financial District/South Beach,94104.0,POINT (-122.401993844 37.791315714),parcel_centroid,167193266168,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
48,202306260822,3,additions alterations or repairs,2023-06-26T00:00:00.000,0219,021A,1433,,Clay,St,0.0,,fire alarm replacement system to comply with sffd ab #3.08 and ab #2.01.,filed,2023-06-26T09:41:00.000,2023-06-26T09:41:00.000,,,,,3.0,3.0,,Y,5000.0,,apartments,16.0,apartments,16.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T09:52:15.000,in-house,N,Y,3,Nob Hill,94109.0,POINT (-122.416682099 37.7926805),parcel_centroid,1671952421036,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
49,202306260869,8,otc alterations permit,2023-06-26T00:00:00.000,3091,096,370,,Monterey,Bl,315.0,,fire alarm upgrade comply 1103.7.6.1,filed,2023-06-26T13:13:56.000,2023-06-26T13:13:56.000,,,,,3.0,3.0,,Y,54320.0,0.0,apartments,20.0,apartments,20.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T13:16:07.000,in-house,N,,7,West of Twin Peaks,94131.0,POINT (-122.443393663 37.731842001),parcel_centroid,1672022401586,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
50,202306260883,8,otc alterations permit,2023-06-26T00:00:00.000,0229,020,333,,Battery,St,,,structural shop drawings and calculations for new 3/f outdoor trellis. (design previously approved under permit 202212138174),filed,2023-06-26T14:38:23.000,2023-06-26T14:38:23.000,,,,,24.0,24.0,,,50000.0,0.0,tourist hotel/motel,,tourist hotel/motel,,2,,"R-1,B,A-2","R-1,B,A-2",1,constr type 1,1,constr type 1,,2023-06-26T14:40:18.000,in-house,N,Y,3,Chinatown,94111.0,POINT (-122.400674772 37.79470207),parcel_centroid,1672027233115,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
51,202306260859,8,otc alterations permit,2023-06-26T00:00:00.000,0237,015,292,,Battery,St,,,installing new millwork and flooring at (e) staff rm 106 within wells fargo branch,filed,2023-06-26T12:29:39.000,2023-06-26T12:29:39.000,,,,,1.0,1.0,,,35000.0,0.0,lending institution,0.0,lending institution,0.0,2,,B,B,1,constr type 1,1,constr type 1,,2023-06-26T15:29:28.000,in-house,N,Y,3,Financial District/South Beach,94111.0,POINT (-122.399926701 37.794030396),parcel_centroid,1672001385532,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
52,202306260809,8,otc alterations permit,2023-06-26T00:00:00.000,0645,007,1462,,Pine,St,,,add (3) new f/s in restrooms per nfpa 13.  ref bpa#202304276589,issued,2023-06-26T09:50:24.000,2023-06-26T08:14:04.000,2023-06-26T09:50:24.000,,,,1.0,1.0,,Y,4500.0,4500.0,office,0.0,office,0.0,2,,B,B,5,wood frame (5),5,wood frame (5),,2023-06-26T09:39:06.000,in-house,N,Y,3,Nob Hill,94109.0,POINT (-122.419877294 37.789985448),parcel_centroid,1671936387823,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
53,202306260841,8,otc alterations permit,2023-06-26T00:00:00.000,5612,017,38,A,Elsie,St,,,rev to pa 201712217106-s1: framing revision per structural engineer to accomodate field conditions.,filed,2023-06-26T11:25:55.000,2023-06-26T11:25:55.000,,,,,2.0,2.0,,,1.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T12:39:08.000,in-house,N,Y,9,Bernal Heights,94110.0,POINT (-122.41701 37.744186),eas_address_point,1671971184740,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
54,202306260854,8,otc alterations permit,2023-06-26T00:00:00.000,1292,008,1245,,Clayton,St,,,revision to existing pa#: 202304055083.  to provide documentation and structural plans per field inspector's request.,filed,2023-06-26T12:06:21.000,2023-06-26T12:06:21.000,,,,,2.0,2.0,,,1.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T13:08:44.000,in-house,N,Y,8,Inner Sunset,94117.0,POINT (-122.446806395 37.761168947),parcel_centroid,1671987360767,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
55,202306260870,8,otc alterations permit,2023-06-26T00:00:00.000,4100,005A,560,,Missouri,St,,,reroofing,issued,2023-06-26T13:25:45.000,2023-06-26T13:14:52.000,2023-06-26T13:25:45.000,,,,3.0,3.0,,,8500.0,8500.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T13:24:00.000,in-house,N,Y,10,Potrero Hill,94107.0,POINT (-122.396515 37.759197),eas_address_point,1672012388854,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
56,202306260832,8,otc alterations permit,2023-06-26T00:00:00.000,2625,012,4200,,17th,St,,,in-kind repair/replace dry-rot in wood deck of (e) roof structure. less than 50%.,issued,2023-06-26T11:34:51.000,2023-06-26T10:52:06.000,2023-06-26T11:34:51.000,,,,2.0,2.0,,,2500.0,2500.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,"R-3,B","R-3,B",5,wood frame (5),5,wood frame (5),,2023-06-26T11:34:11.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.439687926 37.762376779),parcel_centroid,1671961139990,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
57,202306260812,8,otc alterations permit,2023-06-26T00:00:00.000,1690,009,865,,47th,Av,,,"upgrade fire alarm system. install low frequency sounder at each bedroom, living room. upgrade fire alarm control panel",issued,2023-06-26T10:41:36.000,2023-06-26T08:47:18.000,2023-06-26T10:41:36.000,,,,3.0,3.0,,Y,12000.0,24350.0,apartments,6.0,apartments,6.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T10:33:19.000,in-house,N,Y,1,Outer Richmond,94121.0,POINT (-122.508133738 37.772210546),parcel_centroid,1671940110428,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
58,202306260847,8,otc alterations permit,2023-06-26T00:00:00.000,0573,011,1580,,Pacific,Av,,,"rev to pa 201912129356-s3, arch mep to comply with ada manuevering clearance in some of the bathrooms.",filed,2023-06-26T11:49:48.000,2023-06-26T11:49:48.000,,,,,,6.0,,,1.0,0.0,,,apartments,53.0,2,,,"B,M,S-2,R-2",,,3,constr type 3,,2023-06-26T11:51:47.000,in-house,N,Y,3,Russian Hill,94109.0,POINT (-122.421285468 37.795338497),parcel_centroid,1671979388565,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
59,202306260857,8,otc alterations permit,2023-06-26T00:00:00.000,4829,008,1580,,Wallace,Av,,,"reroofing. will compy with ""cool roof"" requirement.",issued,2023-06-26T13:10:15.000,2023-06-26T12:19:21.000,2023-06-26T13:10:15.000,,,,1.0,1.0,,,20000.0,20000.0,nursery(floral),,nursery(floral),,0,,B,B,5,wood frame (5),5,wood frame (5),,2023-06-26T13:08:20.000,in-house,N,Y,10,Bayview Hunters Point,94124.0,POINT (-122.39051586 37.727444301),parcel_centroid,1671994175442,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
60,202306260829,8,otc alterations permit,2023-06-26T00:00:00.000,0467A,001,25,,Cervantes,Bl,0.0,,"mandatory fire alarm upgrade to comply w/ state fire marshal code #12-001 (7-23/2012) bulletin (9-4-2008), replace fire alarm panel & add lf horns in units & wireless radio communicator",issued,2023-06-26T14:02:06.000,2023-06-26T10:39:54.000,2023-06-26T14:02:06.000,,,,3.0,3.0,,Y,10000.0,33384.0,apartments,18.0,apartments,18.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T13:58:46.000,in-house,N,Y,2,Marina,94123.0,POINT (-122.437363856 37.8028125),parcel_centroid,1671958302444,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
61,202306260875,3,additions alterations or repairs,2023-06-26T00:00:00.000,6149,038,719,,Olmstead,St,,,"lower lv garage space to be converted to 1-1 adu. upper lv wall removal to open up space in the living-rm. upper fl has non-permitted addition that will be brought to code and permitted. re-route plumbing to accomidate lower adu, run new electrical for lower unit, frame, drywall and insulate to code",filed,2023-06-26T13:42:01.000,2023-06-26T13:42:01.000,,,,,1.0,2.0,,,65000.0,,1 family dwelling,1.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T13:58:37.000,in-house,N,Y,9,Portola,94134.0,POINT (-122.408805466 37.720721448),parcel_centroid,1672018196971,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
62,202306260814,8,otc alterations permit,2023-06-26T00:00:00.000,1176,002,639,,Lyon,St,0.0,,reroofing,issued,2023-06-26T09:52:58.000,2023-06-26T08:49:28.000,2023-06-26T09:52:58.000,,,,3.0,3.0,,,9000.0,9000.0,apartments,4.0,apartments,4.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T09:47:02.000,in-house,N,Y,2,Lone Mountain/USF,94117.0,POINT (-122.443539941 37.77672811),parcel_centroid,1671941410911,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
63,202306260860,8,otc alterations permit,2023-06-26T00:00:00.000,3166,016,804,,Faxon,Av,,,replace drywall in office room - one wall. 128 sqft. minor repair work only. no other work.,issued,2023-06-26T12:53:20.000,2023-06-26T12:34:10.000,2023-06-26T12:53:20.000,,,,2.0,2.0,,,2900.0,2900.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T12:51:53.000,in-house,N,Y,7,West of Twin Peaks,94112.0,POINT (-122.459631049 37.727816837),parcel_centroid,1672002154263,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
64,202306260876,8,otc alterations permit,2023-06-26T00:00:00.000,2350,020,1122,,Taraval,St,,,reroofing,issued,2023-06-26T14:33:46.000,2023-06-26T13:45:20.000,2023-06-26T14:33:46.000,,,,2.0,2.0,,,60000.0,60000.0,retail sales,,retail sales,,0,,M,M,5,wood frame (5),5,wood frame (5),,2023-06-26T14:30:08.000,in-house,N,Y,4,Sunset/Parkside,94116.0,POINT (-122.478343292 37.743180852),parcel_centroid,1672019132211,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
65,202306260836,8,otc alterations permit,2023-06-26T00:00:00.000,4262,004,1346,,Vermont,St,,,"to comply with nov202181587: removal of storage, remove of roof constructiong over deck. storage structure on rear deck, removal storage structural in rear yard and storage structural under porch. maher n/a.",issued,2023-06-26T12:52:56.000,2023-06-26T11:10:57.000,2023-06-26T12:52:56.000,,,,2.0,2.0,,,1.0,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T12:48:29.000,in-house,N,Y,10,Mission,94110.0,POINT (-122.403652782 37.752556434),parcel_centroid,1671965172626,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
66,202306260848,8,otc alterations permit,2023-06-26T00:00:00.000,1153,022,1017,,Divisadero,St,,,"revision to pa# 2021-1007-0016,  revise service counter layout.",filed,2023-06-26T11:52:17.000,2023-06-26T11:52:17.000,,,,,2.0,2.0,,,1.0,0.0,retail sales,1.0,retail sales,1.0,2,,"B,R-3","B,R-3",5,wood frame (5),5,wood frame (5),,2023-06-26T14:54:48.000,in-house,N,Y,5,Western Addition,94115.0,POINT (-122.438954196 37.778938166),parcel_centroid,167198190732,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
67,202306260806,8,otc alterations permit,2023-06-26T00:00:00.000,0919,001A,3653,,Divisadero,St,,,replace 10 windows in rear if building in like kind. no variation in size - same size.,issued,2023-06-26T08:44:31.000,2023-06-26T08:04:46.000,2023-06-26T08:44:31.000,,,,2.0,2.0,,,15200.0,15200.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T08:33:28.000,in-house,N,Y,2,Marina,94123.0,POINT (-122.443838876 37.80340541),parcel_centroid,1671933369674,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
68,202306260819,8,otc alterations permit,2023-06-26T00:00:00.000,5717,009,387,,Park,St,,,front bldg - re-construct rear entrance stair deterioated. rear bldg - reconstruct deterioated stair and general remodel bathroom and kitchen.,filed,2023-06-26T09:12:49.000,2023-06-26T09:12:49.000,,,,,3.0,3.0,,,28000.0,0.0,apartments,4.0,apartments,4.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T09:24:26.000,in-house,N,,9,Bernal Heights,94110.0,POINT (-122.41719349 37.736550815),parcel_centroid,1671948521120,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
69,202306260864,8,otc alterations permit,2023-06-26T00:00:00.000,3283,150,600,,Dorado,Tr,11.0,,reroofing,issued,2023-06-26T13:36:25.000,2023-06-26T13:01:03.000,2023-06-26T13:36:25.000,,,,2.0,2.0,,,18000.0,18000.0,apartments,11.0,apartments,11.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T13:25:41.000,in-house,N,Y,7,West of Twin Peaks,94112.0,POINT (-122.46163132 37.725626771),parcel_centroid,1672006156050,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
70,202306260873,8,otc alterations permit,2023-06-26T00:00:00.000,3724,067,833,,Mission,St,,,"repair of 7 stair traids and 3 small concrete spalls to be repaired (small section of stairs near basement, small section between floors 3-4). correction notice #202307575 issued by chris francis, cited code 102.a. repair in-kind",filed,2023-06-26T13:38:38.000,2023-06-26T13:38:38.000,,,,,8.0,8.0,,,8500.0,8500.0,prkng garage/public,,prkng garage/public,,0,,"S-2,A-3,M","S-2,A-3,M",1,constr type 1,1,constr type 1,,2023-06-26T14:54:58.000,in-house,N,Y,6,South of Market,94103.0,POINT (-122.405068803 37.78337075),parcel_centroid,1672015386322,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
71,202306260840,8,otc alterations permit,2023-06-26T00:00:00.000,1015,054,3830,,California,St,,,"revision to pa 2022-0316-0142 e-2 electrical plan changed due to field conditions & electrical point of connection. also, antenna mount frame adjusted and frp screen attachment were adjusted due to field conditions discovered",filed,2023-06-26T11:20:52.000,2023-06-26T11:20:52.000,,,,,8.0,8.0,,,1.0,0.0,clinics-medic/dental,0.0,clinics-medic/dental,0.0,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,2023-06-26T13:25:42.000,in-house,N,Y,2,Presidio Heights,94118.0,POINT (-122.457598032 37.786185641),parcel_centroid,167196987219,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
72,202306260887,8,otc alterations permit,2023-06-26T00:00:00.000,2828,029,969,,Elizabeth,St,,,install ktchen where removed,filed,2023-06-26T15:01:10.000,2023-06-26T15:01:10.000,,,,,3.0,3.0,,,3500.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T15:18:41.000,in-house,N,Y,8,Noe Valley,94114.0,POINT (-122.442140434 37.751366082),parcel_centroid,1672031145326,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
73,202306260819,8,otc alterations permit,2023-06-26T00:00:00.000,5717,009,381,A,Park,St,,,front bldg - re-construct rear entrance stair deterioated. rear bldg - reconstruct deterioated stair and general remodel bathroom and kitchen.,filed,2023-06-26T09:12:49.000,2023-06-26T09:12:49.000,,,,,3.0,3.0,,,28000.0,0.0,apartments,4.0,apartments,4.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T09:24:26.000,in-house,N,,9,Bernal Heights,94110.0,POINT (-122.41719349 37.736550815),parcel_centroid,1671947521119,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
74,202306260844,8,otc alterations permit,2023-06-26T00:00:00.000,3554,052,1647,,15th,St,,,to obtain final inspection for work approved under pa# 201705106195 & 201711083466. all work is complete.,issued,2023-06-26T11:50:00.000,2023-06-26T11:42:18.000,2023-06-26T11:50:00.000,,,,3.0,3.0,,,1.0,1.0,apartments,3.0,apartments,3.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T11:44:08.000,in-house,N,Y,9,Mission,94103.0,POINT (-122.420687966 37.766423181),parcel_centroid,1671975261009,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
75,202306260855,8,otc alterations permit,2023-06-26T00:00:00.000,5712,042,3535,,Mission,St,,,"unit 1: add habitable space at grd fl for unit 1. bathroom remodel, bedroom. 3rd fl: kitchen remodel, bathroom remodel, add new bathroom, laundry. partial removal of load bearing wall between kitchen & dining room.",filed,2023-06-26T12:08:18.000,2023-06-26T12:08:18.000,,,,,3.0,3.0,,,96000.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T12:10:04.000,in-house,N,Y,9,Bernal Heights,94110.0,POINT (-122.422977342 37.740231183),parcel_centroid,1671988187515,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
76,202306260823,8,otc alterations permit,2023-06-26T00:00:00.000,2494A,016,1901,,Wawona,St,,,replace garage door.,issued,2023-06-26T11:21:28.000,2023-06-26T09:49:23.000,2023-06-26T11:21:28.000,,,,2.0,2.0,,,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T11:20:05.000,in-house,N,Y,4,Sunset/Parkside,94132.0,POINT (-122.487537257 37.736786051),parcel_centroid,1671951137916,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
77,202306260893,8,otc alterations permit,2023-06-26T00:00:00.000,0668,002,1330,,Bush,St,,,"cold grey shell tenant improvement: new bathrooms,redo interior non-structural walls, new bathrooms. maher n/a.",filed,2023-06-26T15:41:38.000,2023-06-26T15:41:38.000,,,,,13.0,13.0,,,154000.0,0.0,retail sales,117.0,retail sales,117.0,2,,"S-2,M,R-2","S-2,R-2,M",1,constr type 1,1,constr type 1,,2023-06-26T15:45:21.000,in-house,N,Y,3,Nob Hill,94109.0,POINT (-122.419092617 37.789112947),parcel_centroid,1672038236458,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
78,202306260831,8,otc alterations permit,2023-06-26T00:00:00.000,3555,018,3140,,16th,St,,,"revision to pa# 202111182702, review of smoke detector elevator hatch.",filed,2023-06-26T10:48:37.000,2023-06-26T10:48:37.000,,,,,2.0,2.0,,,1.0,0.0,auto repairs,,office,,2,,F-1,"B,A-2,S-2",3,constr type 3,3,constr type 3,,2023-06-26T15:33:17.000,in-house,N,Y,9,Mission,94103.0,POINT (-122.422891128 37.765106226),parcel_centroid,1671960158132,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
79,202306260869,8,otc alterations permit,2023-06-26T00:00:00.000,3091,077,370,,Monterey,Bl,101.0,,fire alarm upgrade comply 1103.7.6.1,filed,2023-06-26T13:13:56.000,2023-06-26T13:13:56.000,,,,,3.0,3.0,,Y,54320.0,0.0,apartments,20.0,apartments,20.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T13:16:07.000,in-house,N,Y,7,West of Twin Peaks,94131.0,POINT (-122.443393663 37.731842001),parcel_centroid,1672011411847,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
